0.000166845572532 Val D Or, Canada
0.000166421473145 Deer Lake Airport, Canada
0.000166192352568 Hoybuktmoen, Norway
0.000166158735794 Cluj Napoca, Romania
0.00016587002315 Peoria Regional, United States
0.000165590096671 Terrance B Lettsome Intl, British Virgin Islands
0.000165163108512 Victoria Intl, Canada
0.000165084056327 Abraham Gonzalez Intl, Mexico
0.000164982874098 Luang Phabang Intl, Laos
0.000164781858085 North Spirit Lake Airport, Canada
0.000164137070607 Portland Airport, Australia
0.000164029759593 Kjevik, Norway
0.000163843996903 Repulse Bay, Canada
0.000163788552742 Rosario Seaplane Base, United States
0.000163769411859 Portland Intl Jetport, United States
0.000163439215776 Yichang Airport, China
0.000163422277247 Vilhelmina, Sweden
0.000163308577507 Pemba, Mozambique
0.000162942796916 Santa Ana Airport, Solomon Islands
0.000162942796916 Ulawa Airport, Solomon Islands
0.000162857480199 Rogue Valley Intl Medford, United States
0.000162571506781 Misratah Airport, Libya
0.000162543716179 Iles De La Madeleine, Canada
0.000162479855158 Takaroa, French Polynesia
0.000162449650917 JAGS McCartney International Airport, Turks and Caicos Islands
0.000162410274536 Fua Amotu Intl, Tonga
0.000162378771161 Palmerston North, New Zealand
0.000162201472472 Pickle Lake, Canada
0.000162054448878 Kjaerstad, Norway
0.000162053050899 Lycksele, Sweden
0.000161948005723 Moro Airport, Papua New Guinea
0.000161838378025 Springfield Branson Natl, United States
0.000161697964809 Stokka, Norway
0.000161580289163 Boulia Airport, Australia
0.000161547932288 Arctic Bay Airport, Canada
0.000161468257302 Kamuzu Intl, Malawi
0.000161422109245 Lalibella, Ethiopia
0.000161410501839 South Bend Rgnl, United States
0.000161347629042 Francisco C Ada Saipan Intl, Northern Mariana Islands
0.000161203958467 Dresden, Germany
0.000161193825841 Fort Wayne, United States
0.000161089202724 Taree Airport, Australia
0.000161045439292 Enrique Malek Intl, Panama
0.000160960025934 Murmansk, Russia
0.000160931298189 Dire Dawa Intl, Ethiopia
0.000160783525286 St. George Airport, United States
0.000160783525286 St Paul Island, United States
0.000160724384174 Christmas Island, Christmas Island
0.000160649332331 Khudzhand Airport, Tajikistan
0.00016056867985 Bhopal, India
0.000160498505697 Fonte Boa Airport, Brazil
0.000160393076532 General Rafael Buelna Intl, Mexico
0.00016025332949 Teller Airport, United States
0.000160235736653 Nightmute Airport, United States
0.000160235736653 Kwethluk Airport, United States
0.000160235736653 Eek Airport, United States
0.000160235736653 Tuntutuliak Airport, United States
0.000160077237637 Fort Good Hope, Canada
0.000159931066607 Duong Dong Airport, Vietnam
0.000159651550554 ISLES OF SCILLY, United Kingdom
0.000159619020278 Sultan Ismail Petra, Malaysia
0.000159464131809 Bermuda Intl, Bermuda
0.000159330662159 Thule Air Base, Greenland
0.000159314117422 Venetie Airport, United States
0.000159314117422 Arctic Village Airport, United States
0.000159281175091 Kalamata, Greece
0.000159272302633 Arrachart, Madagascar
0.000159140820447 Imphal, India
0.000158939541535 La Grande Riviere, Canada
0.000158882975844 Hopedale Airport, Canada
0.000158695279213 Chacalluta, Chile
0.000158632526313 City Of Colorado Springs Muni, United States
0.000158592874758 La Rochelle-Ile de Re, France
0.000158520061805 Tulita, Canada
0.000158251268852 Narsaq Heliport, Greenland
0.000158228430654 Atyrau, Kazakhstan
0.000158035551596 Johan A Pengel Intl, Suriname
0.000157999949366 Atqasuk Edward Burnell Sr Memorial Airport, United States
0.000157999949366 Wainwright Airport, United States
0.000157999937435 Dunedin, New Zealand
0.000157950934363 Agartala, India
0.000157845902803 Key West Intl, United States
0.000157802339166 Usinsk, Russia
0.000157621152037 Salekhard Airport, Russia
0.000157399313433 Dillingham, United States
0.00015713550696 Comox, Canada
0.000157127327372 Gorgan Airport, Iran
0.000157108870016 St Jacques, France
0.000157059542978 Maupiti, French Polynesia
0.000157033132123 Eilat, Israel
0.000156949418648 Tavie Airport, Vanuatu
0.000156936566136 Kumamoto, Japan
0.000156904717823 Flamingo, Netherlands Antilles
0.00015681485159 Minacu Airport, Brazil
0.000156652509159 Kingfisher Lake Airport, Canada
0.000156579626962 Londolovit Airport, Papua New Guinea
0.000156187065995 Toliara, Madagascar
0.000156030359293 Anglet, France
0.00015594413031 Mar Del Plata, Argentina
0.000155917794926 Missoula Intl, United States
0.000155884487235 Wokal Field Glasgow International Airport, United States
0.000155865068088 Thargomindah Airport, Australia
0.000155732074014 Almeria, Spain
0.000155712345034 Sokol, Russia
0.000155706301247 Yanji Airport, China
0.000155494731118 Port Hardy, Canada
0.000155266249658 Iskandar, Indonesia
0.000155243415198 Erkilet, Turkey
0.000154942557812 Eldoret Intl, Kenya
0.000154871633138 Cat Lake Airport, Canada
0.000154867368838 George F L Charles, Saint Lucia
0.000154815453365 Heroes Del Acre, Bolivia
0.00015480172941 Donetsk Intl, Ukraine
0.000154801104567 The Pas Airport, Canada
0.000154763157823 Jiuzhaigou Huanglong, China
0.000154694724534 Vagar, Faroe Islands
0.000154685553571 Dr Ambedkar Intl, India
0.000154643887253 Thief River Falls, United States
0.000154517892496 McCook Regional Airport, United States
0.000154346727939 Savusavu Airport, Fiji
0.000154346727939 Matei Airport, Fiji
0.000154336930378 Bale Mulhouse, France
0.000154106871558 Shire Inda Selassie Airport, Ethiopia
0.000154062355987 Kenmore Air Harbor Inc Seaplane Base, United States
0.000153739427958 Adi Sumarmo Wiryokusumo, Indonesia
0.000153728002188 Tunxi International Airport, China
0.000153560898179 Makemo, French Polynesia
0.000153560898179 Totegegie, French Polynesia
0.000153270273158 Chandigarh, India
0.000153258206125 Bosaso Airport, Somalia
0.000153189336834 Kenora, Canada
0.000153088012179 Horta, Portugal
0.000152861682414 Pangsuma Airport, Indonesia
0.000152844393677 Alluitsup Paa Heliport, Greenland
0.00015280878302 Maastricht, Netherlands
0.000152667133949 Mianyang Airport, China
0.000152507169876 Sao Jose Do Rio Preto, Brazil
0.000152428951135 Fujairah Intl, United Arab Emirates
0.00015233410885 Ronchi Dei Legionari, Italy
0.000152314001781 Cap Fap David Abenzur Rengifo Intl, Peru
0.000152314001781 Cadete Guillermo Del Castillo Paredes, Peru
0.000152268153296 Tupelo Regional Airport, United States
0.000151979237039 Norwich, United Kingdom
0.000151972819431 Pensacola Rgnl, United States
0.000151903007023 Juan Gualberto Gomez Intl, Cuba
0.000151825967079 Kiunga Airport, Papua New Guinea
0.000151785491606 Ignatyevo, Russia
0.00015169710777 Sultan Babullah, Indonesia
0.000151687158868 Nantong Airport, China
0.000151611220926 Touat Cheikh Sidi Mohamed Belkebir, Algeria
0.000151371369568 Kawthoung Airport, Burma
0.000151152921228 Sachigo Lake Airport, Canada
0.00015102496666 Karratha, Australia
0.000150941907684 Grand Bahama Intl, Bahamas
0.000150935791358 Lodwar, Kenya
0.000150866182646 Noumerat, Algeria
0.000150782136159 Matsuyama, Japan
0.000150738073597 Golfito, Costa Rica
0.000150717651149 Sarajevo, Bosnia and Herzegovina
0.000150643592818 Kivalina Airport, United States
0.000150587022066 Usiminas, Brazil
0.000150501492407 Guanajuato Intl, Mexico
0.000150436916274 Huntsville International Airport-Carl T Jones Field, United States
0.000150366738397 Lawas Airport, Malaysia
0.000150355253629 Nouakchott, Mauritania
0.000150261309059 Batsfjord, Norway
0.000150223155428 Sanikiluaq Airport, Canada
0.000150073029182 Moorea, French Polynesia
0.000149989130956 Copiapo, Chile
0.000149905235125 Rijeka, Croatia
0.000149779238543 Okayama, Japan
0.000149775600665 Bacolod, Philippines
0.000149661621581 Rockhampton, Australia
0.000149469651321 Nizhnevartovsk, Russia
0.000149026430617 Hewanorra Intl, Saint Lucia
0.000148798973737 Rondonopolis Airport, Brazil
0.000148692987971 Vancouver Coal Harbour, Canada
0.000148666580838 Tari Airport, Papua New Guinea
0.000148666580838 Tabubil Airport, Papua New Guinea
0.000148494235606 Gondar, Ethiopia
0.000148474266378 Alexandros Papadiamantis, Greece
0.000148333233422 Juliaca, Peru
0.00014830730103 Ireland West Knock, Ireland
0.000148286091066 Lamu Manda, Kenya
0.000148242424454 Nemiscau Airport, Canada
0.00014818488877 Baie Comeau, Canada
0.000148148400146 Puerto Obaldia, Panama
0.000148148400146 Playon Chico, Panama
0.000148148400146 Contadora Airport, Panama
0.000148148400146 Bahia Piña Airport, Panama
0.000148148400146 Cap Manuel Nino Intl, Panama
0.000148148400146 Sambu Airport, Panama
0.000148071795707 Comandante Espora, Argentina
0.000147856496294 Tasiujaq Airport, Canada
0.00014773921488 Vigra, Norway
0.000147680561353 Fort Severn Airport, Canada
0.000147487887419 Lianyungang Airport, China
0.000147368647517 Mildura Airport, Australia
0.000147327871807 Merle K Mudhole Smith, United States
0.000147261247668 Cozumel Intl, Mexico
0.000147091528721 Yangzhou Taizhou Airport, China
0.000146786482813 Bintulu, Malaysia
0.000146356685083 Mare, New Caledonia
0.000146356685083 Île des Pins Airport, New Caledonia
0.000146356685083 Touho, New Caledonia
0.000146356685083 Kone, New Caledonia
0.000146344638362 Julia Creek Airport, Australia
0.0001459649224 Sir Bani Yas Island, United Arab Emirates
0.0001459649224 Dalma Airport, United Arab Emirates
0.000145687744375 Jackson Hole Airport, United States
0.000145653487751 Savannah Hilton Head Intl, United States
0.000145568273281 Barter Island Lrrs, United States
0.000145360728128 Kadala, Russia
0.000145335959996 Aasiaat, Greenland
0.000145240596764 Samarkand, Uzbekistan
0.000145153928648 Yiwu Airport, China
0.00014504980314 Matecana, Colombia
0.000144815122075 Bratsk, Russia
0.000144781546029 Nuiqsut Airport, United States
0.000144758912139 Deline, Canada
0.000144681531645 Qikiqtarjuaq, Canada
0.000144608709435 Apartadó Airport, Colombia
0.000144547800412 Antonio Maceo Intl, Cuba
0.000144399507678 Perryville Airport, United States
0.000144399507678 Igiugig Airport, United States
0.000144288181032 Macaé Airport, Brazil
0.000144166944307 Frans Kaisiepo, Indonesia
0.000144081018803 Tatalina Lrrs, United States
0.000144026662826 Petersburg James A. Johnson, United States
0.000144016410545 Nabire, Indonesia
0.000143859811138 Paamiut Heliport, Greenland
0.000143611800921 Baghdad International Airport, Iraq
0.00014352014793 Lanai, United States
0.000143484081364 Yining Airport, China
0.000143467700011 Asahikawa, Japan
0.000143302488454 Fak Fak, Indonesia
0.000143067404169 Hamilton Island Airport, Australia
0.000143048837796 Lehigh Valley Intl, United States
0.000142711368166 Beihai Airport, China
0.00014259117544 Sidney-Richland Municipal Airport, United States
0.00014259117544 Frank Wiley Field, United States
0.00014245936096 Ulaangom Airport, Mongolia
0.000142346818736 Sanday Airport, United Kingdom
0.000142346818736 Stronsay Airport, United Kingdom
0.000142125819998 Hughenden Airport, Australia
0.000142115906726 Gheshm Airport, Iran
0.0001420892522 Hamilton, Canada
0.000142044991778 Habib Bourguiba Intl, Tunisia
0.00014203599906 Metlakatla Seaplane Base, United States
0.000141787224429 General Juan N Alvarez Intl, Mexico
0.000141756219332 Barcelos Airport, Brazil
0.000141696395034 Tri Cities Airport, United States
0.00014168845277 Mitilini, Greece
0.000141628043998 Eduardo Falla Solano, Colombia
0.000141530616232 Plattsburgh Intl, United States
0.000141351604619 Prefeito Renato Moreira, Brazil
0.000141289957696 Manihi, French Polynesia
0.000141289957696 Fakarava, French Polynesia
0.000141289957696 Mataiva, French Polynesia
0.000141287188447 Svolvær Helle Airport, Norway
0.000141211646544 Cape Dorset, Canada
0.000141047203904 Capitan Nicolas Rojas, Bolivia
0.000140968358863 Cincinnati Muni Lunken Fld, United States
0.000140965140878 Aurukun Airport, Australia
0.000140963831157 Luxor Intl, Egypt
0.000140900410672 Orenburg, Russia
0.000140668398081 Lviv Intl, Ukraine
0.000140602642817 Sary-Arka, Kazakhstan
0.000140564523449 Southend, United Kingdom
0.000140554602993 Dickinson Theodore Roosevelt Regional Airport, United States
0.000140421342998 Koyukuk Airport, United States
0.000140394968958 Aswan Intl, Egypt
0.000140389608986 Wrangell Airport, United States
0.000140389439004 Babelthuap, Palau
0.000140373829592 Vance Winkworth Amory International Airport, Saint Kitts and Nevis
0.000140368923564 Busuanga, Philippines
0.000140324281273 Fort St John, Canada
0.000140217694278 Clovis Muni, United States
0.000140206777111 Uummannaq Heliport, Greenland
0.000140164002638 Vitória da Conquista Airport, Brazil
0.000140077085925 Kallax, Sweden
0.000139919521477 Rubem Berta, Brazil
0.000139786886854 Sauce Viejo, Argentina
0.000139745511967 Lovell Fld, United States
0.000139679744899 Sandakan, Malaysia
0.000139624619228 Khanty Mansiysk Airport, Russia
0.00013960134364 Campo Alegre Airport, Brazil
0.000139497658069 Lubumbashi Intl, Congo (Kinshasa)
0.000139360692544 Gregorio Luperon Intl, Dominican Republic
0.000139172640918 Transilvania Targu Mures, Romania
0.000139044941966 Hakodate, Japan
0.000139000774498 Vilhena, Brazil
0.000138988583908 Cherry Capital Airport, United States
0.000138896578931 Megas Alexandros Intl, Greece
0.000138894755698 Rochambeau, French Guiana
0.000138697436482 Karpathos, Greece
0.00013856851466 Persian Gulf Airport, Iran
0.000138507110403 Bonaventure Airport, Canada
0.000138502554529 Ipota Airport, Vanuatu
0.000138502554529 Dillon's Bay Airport, Vanuatu
0.000138502554529 Aniwa Airport, Vanuatu
0.000138502554529 Anelghowhat Airport, Vanuatu
0.000138502554529 Futuna Airport, Vanuatu
0.000138488832187 Platinum, United States
0.000138455271909 Tampere Pirkkala, Finland
0.000138222593336 Fort Nelson, Canada
0.000138219325471 Bellegarde, France
0.000138218760159 Saint Barthelemy, France
0.000138113022404 Mukhino, Russia
0.000138078720818 Roanoke Regional, United States
0.000138077924137 Moses Kilangin, Indonesia
0.000138022190225 Daniel Z Romualdez, Philippines
0.000137876407198 General Manuel Marquez De Leon Intl, Mexico
0.000137873943282 Point Lay Lrrs, United States
0.000137855159783 Xiangfan Airport, China
0.000137752785231 Ganja Airport, Azerbaijan
0.000137637793895 Dunhuang Airport, China
0.000137608069128 Asheville Regional Airport, United States
0.000137497629092 Gode Airport, Ethiopia
0.000137497629092 Kabri Dehar Airport, Ethiopia
0.000137463598304 Columbia Metropolitan, United States
0.000137457198801 Birsa Munda, India
0.000137390053346 Namangan Airport, Uzbekistan
0.00013731841152 Long Island Mac Arthur, United States
0.000137195520779 Nosara, Costa Rica
0.000137127592302 Mangshi Airport, China
0.000137032810912 Boa Vista, Brazil
0.000136882995338 Mosnov, Czech Republic
0.000136754702813 Rigolet Airport, Canada
0.000136475376897 Marktoberdorf BF, Germany
0.000136444126635 Henry E Rohlsen, Virgin Islands
0.000136362528938 Rotorua, New Zealand
0.000136160437659 Rimatara, French Polynesia
0.000136160437659 Raivavae Airport, French Polynesia
0.000136070956635 Mutiara, Indonesia
0.000136006615147 Gassim, Saudi Arabia
0.000135809673622 Kalgoorlie Boulder, Australia
0.000135735674054 Palmas, Brazil
0.000135704234232 Rick Husband Amarillo Intl, United States
0.000135621035977 Livingstone, Zambia
0.000135578682694 Ogoki Post Airport, Canada
0.00013546298593 Tongliao Airport, China
0.000135363171992 Morondava, Madagascar
0.000134927893607 Nagoya Airport, Japan
0.000134777106398 Tawau, Malaysia
0.000134708422895 Bronnoy, Norway
0.000134537483567 Hamilton, New Zealand
0.000134537483567 Nelson, New Zealand
0.000134459530344 Dodge City Regional Airport, United States
0.000134451192534 Sebha, Libya
0.000134344481307 Robert L Bradshaw, Saint Kitts and Nevis
0.000134256490163 Flores, Portugal
0.000134121069107 Nadym Airport, Russia
0.000134113407619 Santa Barbara Muni, United States
0.000134088762323 Amritsar, India
0.000134081327701 Brusselton, Australia
0.000134081327701 Albany Airport, Australia
0.000134017244703 Great Falls Intl, United States
0.000134015886225 Røssvoll Airport, Norway
0.000133996246266 Crooked Creek Airport, United States
0.000133968644574 Burlington Intl, United States
0.000133836987237 General Francisco J Mujica Intl, Mexico
0.000133608131332 Pichoy, Chile
0.000133598448785 Bishop International, United States
0.000133590040181 Alliance Municipal Airport, United States
0.000133590040181 Western Nebraska Regional Airport, United States
0.000133379526251 Ministro Victor Konder Intl, Brazil
0.000133291497576 Sisimiut Airport, Greenland
0.000133291497576 Maniitsoq Airport, Greenland
0.000133280171455 Rapid City Regional Airport, United States
0.0001332368757 Auvergne, France
0.000133226226491 Hat Yai Intl, Thailand
0.000133121389735 Ras Al Khaimah Intl, United Arab Emirates
0.000133060029737 Rabil, Cape Verde
0.000133044185136 Broken Hill Airport, Australia
0.000133028165374 Friedrichshafen, Germany
0.000133026446292 Paderborn Lippstadt, Germany
0.000132908381662 Ust Kamenogorsk Airport, Kazakhstan
0.000132902213308 Belep Islands Airport, New Caledonia
0.000132762477072 Normanton Airport, Australia
0.000132722219397 Ji-Paraná Airport, Brazil
0.000132163999731 Trabzon, Turkey
0.000132016877539 Southwest Bay Airport, Vanuatu
0.000132016877539 Lamap Airport, Vanuatu
0.000131996287025 Senador Nilo Coelho, Brazil
0.000131611988002 Geraldton Greenstone Regional, Canada
0.000131585341491 Grise Fiord Airport, Canada
0.000131575270672 Westray Airport, United Kingdom
0.000131575270672 North Ronaldsay Airport, United Kingdom
0.000131553954557 Greater Moncton Intl, Canada
0.000131328473871 Port Menier, Canada
0.000131023916557 Andenes, Norway
0.00013094677752 Balmaceda, Chile
0.000130750967184 Multan Intl, Pakistan
0.000130668153486 Sultan Iskandarmuda, Indonesia
0.000130648562218 Sorkjosen Airport, Norway
0.000130596631277 Campbell River, Canada
0.000130427327771 Seymour, Ecuador
0.0001300990878 Karmoy, Norway
0.000130025993493 Allakaket Airport, United States
0.000130011342618 Akita, Japan
0.000129982852203 Stony River 2 Airport, United States
0.000129930319563 Osnova International Airport, Ukraine
0.000129906482573 Mt. Fuji Shizuoka Airport, Japan
0.000129827714781 Taif, Saudi Arabia
0.00012969968924 Vanimo Airport, Papua New Guinea
0.000129633315275 Monterey Peninsula, United States
0.00012961652284 Gurupi Airport, Brazil
0.000129579137681 Pelotas, Brazil
0.000129349323767 Williams Lake, Canada
0.000129318221027 Fascene, Madagascar
0.000129097958986 Francisco De Orellana, Ecuador
0.000128937259184 General Santos International Airport, Philippines
0.0001288849414 Klawock Airport, United States
0.000128639812096 Ahe Airport, French Polynesia
0.00012863447795 Yeager, United States
0.000128609990906 Gelendzik, Russia
0.000128471516843 Major Brigadeiro Trompowsky, Brazil
0.000128464504319 Zaragoza Ab, Spain
0.000128461735342 Samos, Greece
0.000128452232052 Antsirabato, Madagascar
0.000128413287385 Roma Airport, Australia
0.000128392749507 Wynyard Airport, Australia
0.000128379948678 Silchar, India
0.000128261292808 Bagotville, Canada
0.000127848712591 Coen Airport, Australia
0.000127759011495 Orlando Bezerra de Menezes Airport, Brazil
0.000127742375196 Kengtung, Burma
0.000127738304413 Aitutaki, Cook Islands
0.000127704186203 Lugano, Switzerland
0.000127668107251 Rivesaltes, France
0.000127535484466 Circle City Airport, United States
0.000127535484466 Minto Airport, United States
0.000127474383367 Maquehue, Chile
0.00012747045697 General Francisco Javier Mina Intl, Mexico
0.000127320094042 Bauru-Arealva, Brazil
0.000127300681429 Barreiras Airport, Brazil
0.000127231467166 Pueblo Memorial, United States
0.000127168528114 Sloulin Fld Intl, United States
0.000127152001662 Yakutat, United States
0.000127144329296 Juwata, Indonesia
0.000127133881154 Canyonlands Field, United States
0.000127046034554 Hay River, Canada
0.000127027681616 Hughes Airport, United States
0.000126993943262 Sukkur, Pakistan
0.000126971917212 Long Apung Airport, Indonesia
0.000126971917212 Tana Toraja Airport, Indonesia
0.000126914551777 Dibrugarh Airport, India
0.000126833743725 Angads, Morocco
0.000126776839499 Port Blair, India
0.000126761269488 Valan, Norway
0.000126656225776 Mutiara Ii, Indonesia
0.000126636557723 Jining Airport , China
0.000126444888736 Aktyubinsk, Kazakhstan
0.000126424711217 Uromiyeh Airport, Iran
0.000126343439986 Turbat International Airport, Pakistan
0.000126318876195 Huangyan Luqiao Airport, China
0.000126246252766 Groote Eylandt Airport, Australia
0.000126246252766 Gove Airport, Australia
0.000126158666006 Mallam Aminu Intl, Nigeria
0.000126016357416 Chuuk Intl, Micronesia
0.000125943644588 Marshall Islands Intl, Marshall Islands
0.000125905104881 Alma Airport, Canada
0.000125863641295 Falconara, Italy
0.000125851850619 Turany, Czech Republic
0.000125676234949 Manzhouli, China
0.00012566417042 Oita, Japan
0.00012558525566 Cabo Velas Airport, Costa Rica
0.000125545670207 Cassidy Intl, Kiribati
0.000125411485265 Lubbock Preston Smith Intl, United States
0.000125310519989 Ixtapa Zihuatanejo Intl, Mexico
0.000125272948224 Worland Municipal Airport, United States
0.00012518896733 Galcaio Airport, Somalia
0.000125140539728 Appleton, United States
0.0001248775777 Jasionka, Poland
0.000124767387304 Midland Intl, United States
0.000124635267549 Vilankulo, Mozambique
0.000124502079156 Atiu Island Airport, Cook Islands
0.000124386397737 Taupo, New Zealand
0.000124386397737 Wanganui, New Zealand
0.000124309253586 Milingimbi Airport, Australia
0.000124309253586 Elcho Island Airport, Australia
0.00012430337021 Shymkent, Kazakhstan
0.000124146576649 Abel Santamaria, Cuba
0.000124099589917 Sogndal Airport, Norway
0.000123939217627 North Platte Regional Airport Lee Bird Field, United States
0.000123928970864 Umea, Sweden
0.000123836315006 Belgorod International Airport, Russia
0.000123793333641 Kingman Airport, United States
0.000123783754066 Kerman, Iran
0.000123753354664 Sainte Marie, Madagascar
0.000123721327052 Trenton Mercer, United States
0.000123605651983 Atlantic City Intl, United States
0.000123578755055 Tabuk, Saudi Arabia
0.000123570706412 Leros, Greece
0.000123561926758 Nanping Wuyishan Airport, China
0.000123549931744 Terrace, Canada
0.000123443650901 Svartnes Airport, Norway
0.000123423493926 Tenakee Seaplane Base, United States
0.000123423493926 Elfin Cove Seaplane Base, United States
0.000123334774812 Trichy, India
0.000123289896571 Capitán Av. Selin Zeitun Lopez Airport, Bolivia
0.000123245873977 Tambolaka Airport, Indonesia
0.000123059936522 Sault Ste Marie, Canada
0.000123054392952 Ndjamena Hassan Djamous, Chad
0.000122927603609 Røst Airport, Norway
0.00012278162734 Long Akah Airport, Malaysia
0.00012278162734 Bario Airport, Malaysia
0.00012278162734 Long Seridan Airport, Malaysia
0.00012278162734 Long Lellang Airport, Malaysia
0.000122767948441 Gladstone Airport, Australia
0.00012275007714 Coffs Harbour, Australia
0.000122730981786 Roberval, Canada
0.000122727649706 Krabi, Thailand
0.000122590739241 Sumburgh, United Kingdom
0.000122584446002 Kake Seaplane Base, United States
0.000122584446002 Excursion Inlet Seaplane Base, United States
0.000122535882507 Palonegro, Colombia
0.000122463376474 Central Illinois Rgnl, United States
0.000122393563271 East London, South Africa
0.000121649123576 A Coruna, Spain
0.000121319803188 Kasane, Botswana
0.000121304012258 Ballina Byron Gateway, Australia
0.000121173059759 Chertovitskoye, Russia
0.000121077327383 Chicago Rockford International Airport , United States
0.000121023810255 Macapa, Brazil
0.000120960916876 Santa Rosa, Argentina
0.000120922574709 Cibao Intl, Dominican Republic
0.000120564107254 Glacier Park Intl, United States
0.000120535567469 Datong Airport, China
0.000120533152544 Mariscal Lamar, Ecuador
0.000120490228692 Eday Airport, United Kingdom
0.000120337854112 Gumrak, Russia
0.000120323267182 Chifeng Airport, China
0.000120259303704 Kopitnari, Georgia
0.000120094379219 Salvaza, France
0.000120073893987 Cayo Coco Airport, Cuba
0.000120063644245 Selawik Airport, United States
0.000120063644245 Noatak Airport, United States
0.000120005534425 Pakse, Laos
0.00011997080615 Carlos Alberto da Costa Neves Airport, Brazil
0.000119950935961 Port Lions Airport, United States
0.000119739862925 Ganzhou Airport, China
0.000119675082113 El Calafate, Argentina
0.000119540924377 Hatay Airport, Turkey
0.000119538362775 Santa Fe Muni, United States
0.000119525551308 Yacuiba, Bolivia
0.000119510258606 Exuma Intl, Bahamas
0.000119352036909 Shubuling Airport, China
0.000119343877761 North Whale Seaplane Base, United States
0.000119343877761 Port Protection Seaplane Base, United States
0.000119248070197 Sao Pedro, Cape Verde
0.000119098620312 Tasiilaq, Greenland
0.000119098492627 Pormpuraaw Airport, Australia
0.000119098492627 Kowanyama Airport, Australia
0.000119051807202 Poplar Hill Airport, Canada
0.000118989622559 Memanbetsu, Japan
0.000118867966467 Taiz Intl, Yemen
0.00011884353505 Bangui M Poko, Central African Republic
0.000118794647866 Huron Rgnl, United States
0.00011876964694 Tjilik Riwut, Indonesia
0.000118703820853 San Luis, Argentina
0.000118560483718 Almirante Zar, Argentina
0.000118501953315 Merimbula Airport, Australia
0.000118435925666 Blackpool, United Kingdom
0.000118410827167 Heilongjiang Mohe Airport, China
0.000118382857065 Roberts Fld, United States
0.00011828771836 Corvo Airport, Portugal
0.000118258796186 Allahabad, India
0.000118231957308 Fort Frances Municipal Airport, Canada
0.000118115919545 Valdez Pioneer Fld, United States
0.000118115919545 Kenai Muni, United States
0.000118090165978 Torreon Intl, Mexico
0.000118084539186 Pescara, Italy
0.000118080730769 Wallblake, Anguilla
0.000118006299452 In Salah, Algeria
0.000117982647362 Maturin, Venezuela
0.00011797002098 Governador Valadares Airport, Brazil
0.000117942097831 Arvidsjaur, Sweden
0.00011790413311 North Eleuthera, Bahamas
0.000117871199352 Illizi Takhamalt, Algeria
0.000117849636711 Jesus Teran Intl, Mexico
0.000117663573295 Banak, Norway
0.000117565398036 Grafton Airport, Australia
0.000117419256779 Cocos Keeling Island Airport, Cocos (Keeling) Islands
0.00011727146333 Zhanjiang Airport, China
0.000117209295306 Aizawl, India
0.000117168972858 Cachimbo, Brazil
0.000116986585337 Land's End / St. Just Airport, United Kingdom
0.000116982499442 Sunshine Coast, Australia
0.000116884643346 Panama City-NW Florida Bea., United States
0.000116678753767 Bahias De Huatulco Intl, Mexico
0.000116639764313 Ängelholm-Helsingborg Airport, Sweden
0.000116513283842 Padre Aldamiz, Peru
0.000116511171815 Jalaluddin, Indonesia
0.000116455705341 Angel Albino Corzo, Mexico
0.00011644672483 Teniente Benjamin Matienzo, Argentina
0.00011644672483 Capitan Corbeta C A Curbelo International Airport, Uruguay
0.00011644672483 San Juan, Argentina
0.000116418779776 Bayankhongor Airport, Mongolia
0.000116418779776 Altai Airport, Mongolia
0.000116329913899 Obando Airport, Colombia
0.000116329913899 Puerto Carreno, Colombia
0.000116280283454 Godofredo P, Philippines
0.000116280283454 Ozamis, Philippines
0.000116280283454 Butuan, Philippines
0.000116199353253 Vigo, Spain
0.000115958983152 Perales, Colombia
0.000115958983152 Los Garzones, Colombia
0.00011593458839 Sde Dov, Israel
0.00011588014889 Zachar Bay Seaplane Base, United States
0.00011588014889 Karuluk Airport, United States
0.000115864770598 Idaho Falls Rgnl, United States
0.000115822012329 Huai An Lianshui Airport, China
0.000115707483426 Zhob, Pakistan
0.000115493516482 Tame, Colombia
0.000115493516482 Los Colonizadores Airport, Colombia
0.000115472246795 San Cristóbal Airport, Ecuador
0.000115449354074 Drake Bay Airport, Costa Rica
0.000115449354074 Tambor Airport, Costa Rica
0.000115436536037 Ayers Rock, Australia
0.00011532302118 Bella Bella Airport, Canada
0.000114982190401 Grand Rapids Itasca County, United States
0.000114968464229 Munster Osnabruck, Germany
0.00011496022471 Tallahassee Rgnl, United States
0.000114913580288 Ukhta, Russia
0.000114751077421 Nanaimo Harbour Water Airport, Canada
0.000114735668706 Quesnel, Canada
0.000114567469143 Shreveport Rgnl, United States
0.000114520703937 Altamira, Brazil
0.000114502944195 Victoria Falls Intl, Zimbabwe
0.000114473390787 William R Fairchild International Airport, United States
0.000114402220747 Fuyang Airport, China
0.000114346392393 Lewiston Nez Perce Co, United States
0.000114324012248 Stornoway, United Kingdom
0.000114301088302 Iasi, Romania
0.000114192193999 Sari Dasht E Naz Airport, Iran
0.000114110225004 Kushiro Airport, Japan
0.000114069680414 Chignik Lake Airport, United States
0.000114069680414 Pilot Point Airport, United States
0.000114069680414 Egegik Airport, United States
0.000114069680414 Port Heiden Airport, United States
0.000114069680414 Levelock Airport, United States
0.00011403148575 Mid Delta Regional Airport, United States
